media_id,event_name,event_label,sample_role,evidence_description,reviewer,review_status,event_definition_version
IMG_005382,person_fallen,1,positive,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_CRAWL_G001_V01; taxonomy=crawling_quadruped_support; generation_group_id=PF_P4D_HN_CRAWL_G001; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=80e28147640d5f74a7e7153f4499eecfb9cfd7b2eb8ec84020bf2d7a0a4378cf; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_03_gr3q6_authorized_20260831_01/08_final/PF_P4D_HN_CRAWL_G001_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005393,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G002_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=ef8955ef0328d3adfc4bea1135e9f3dbe606427db8b1e81eb6b4913f7a5f0594; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005394,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G002_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=05d5828e5fd335d045e84bddda1fa9df3525a3e4b18bf0a166628d8d69e60416; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005395,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G002_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=c0c28bfcdc9e805ec2d27576f4091f66641607befffe949122b7676b10e58d8c; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005396,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G002_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=431ae4716b826e9bd246c175f818bf8aa2399eaae160e19af3ddb290e4eccf7b; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005397,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G003_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=434d5848e70bbbed778534bb63110feeb1e5186dc2180474e5eab05a8fbd8529; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005398,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G003_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=051b250c48295bab5687db7056d8071785b76b677750cccb4ae5716d5f94385a; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005399,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G003_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=1bf2338dfaa839012b1fda55442b25f1f23ee8b9aa4c9491a4a5473e1e3a9b95; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005400,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G003_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=bc632cd9c7871519b71468c14b351601a6f24fe33a09a3c28504ffa3f91f1a40; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005401,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G003_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=115b25ba45d6751f14c7d5c12bcc0b6698649aa7254d1c7911295a05c21f2ed1; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005402,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G004_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G004; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=da2c71e8ed8df8420bd94c8aeaec0312c4051f4616550b0b852da846eaefbf0d; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005403,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G004_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G004; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=b337d4329c2c3ade6d50e3726248b05639743410269c6ec6a3ad0983f43e3f19; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005404,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G004_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G004; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=a6a262123a3536700ad754c224e0174c763217e6efdf5df22b724afce86ce538; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005405,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G004_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G004; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=4a8924bb2d4d3a38fcf0753e606be24998e7ecffc883b2b4a32df62c0b3edd66; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005406,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G004_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G004; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=352272dd4b3fef4caccc8b08037f5c433e07ffe26906fd7f9d39e05aa39b2cae; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005407,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G005_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G005; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=57a4adcf35c5fee20a71f1427d5a77b39330ea5b6d0eb8e1d937372db6e5b5ba; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G005_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005408,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G005_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G005; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=2e5e98c869fec5d4ccba6f9e6a695eaefdbbd8edaab4d49ea6acee2663458fd4; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G005_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005409,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G005_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G005; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=a8464076cdfdc6dfca5595285c533e72188d77071682fd3cb5537269a46ab7cd; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G005_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005410,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G005_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G005; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=092cf64765050fa9d9bf9ab7ce7c62639765bab22784ab6514e7ea9f4880b9ff; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G005_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005411,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G005_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G005; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=c3ab9af0f085ec1147384df4f179ac708bc7204ee162b109e945b9676a57418f; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G005_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005412,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G006_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G006; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=ec0067c181440dbafe5953d3140dd10f9bd3026c812ffe94aaca8ffd09ef3d58; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G006_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
