item_id,source_family,prompt_id,media_id,group_id,source_split,v3_split,old_role,old_label,taxonomy,prompt_path,prompt_sha256_expected,prompt_sha256_actual,source_image_path,source_image_sha256_expected,source_image_sha256_actual,source_image_sha_basis,source_asset_status,source_provenance_status,remap_rule,prompt_semantics_check,new_label,gt_type,gt_source,human_semantic_review_required,metric_stratum,formal_v3_evaluation,evaluation_exclusion_reason
V2_ORIGINAL::IMG_004082,V2_ORIGINAL_SYNTHETIC_500,101_p11-small-target-far-distance-01,IMG_004082,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/101_p11-small-target-far-distance-01.txt,2cd74742d2d063d06078a4ef485554baec5a34da6935323a9405950623697a8f,2cd74742d2d063d06078a4ef485554baec5a34da6935323a9405950623697a8f,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/101_p11-small-target-far-distance-01.png,f327b0dcb961def4c67f39a4c460daae976157cf6017b79d643f3fc3d55af1e6,f327b0dcb961def4c67f39a4c460daae976157cf6017b79d643f3fc3d55af1e6,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004083,V2_ORIGINAL_SYNTHETIC_500,102_p11-small-target-far-distance-02,IMG_004083,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/102_p11-small-target-far-distance-02.txt,f3f0c9d8be77a1e4035ca7fa5a9d739bb0b23eeddbb435b0fe336671fd6888f1,f3f0c9d8be77a1e4035ca7fa5a9d739bb0b23eeddbb435b0fe336671fd6888f1,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/102_p11-small-target-far-distance-02.png,7dd82c1193905c39dd7f736b62b0940445267a7d522c490745e1974ef0adc9a3,7dd82c1193905c39dd7f736b62b0940445267a7d522c490745e1974ef0adc9a3,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004084,V2_ORIGINAL_SYNTHETIC_500,103_p11-small-target-far-distance-03,IMG_004084,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/103_p11-small-target-far-distance-03.txt,6b5e9dbf88072574ba6d308a802f99f724c42e71c1c6c6f7a60adc5a0805e3c7,6b5e9dbf88072574ba6d308a802f99f724c42e71c1c6c6f7a60adc5a0805e3c7,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/103_p11-small-target-far-distance-03.png,ec6a6a7279346eb6b1a4a3163a99c66b8b405ccf20e3a0e3cf33d5bfb6930720,ec6a6a7279346eb6b1a4a3163a99c66b8b405ccf20e3a0e3cf33d5bfb6930720,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004085,V2_ORIGINAL_SYNTHETIC_500,104_p11-small-target-far-distance-04,IMG_004085,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/104_p11-small-target-far-distance-04.txt,254d9d465647b730c6989465d55a501b686d0d3e079062c596967d0019f0a66b,254d9d465647b730c6989465d55a501b686d0d3e079062c596967d0019f0a66b,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/104_p11-small-target-far-distance-04.png,f26f261140525e10c003f8427e3e0bb8d614b6aa4e14ff6856dd039b13a1137d,f26f261140525e10c003f8427e3e0bb8d614b6aa4e14ff6856dd039b13a1137d,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004086,V2_ORIGINAL_SYNTHETIC_500,105_p11-small-target-far-distance-05,IMG_004086,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/105_p11-small-target-far-distance-05.txt,eee60688ab6edd9b7317a610edc7df77165815a18e37aca1ec5df17badd19ce4,eee60688ab6edd9b7317a610edc7df77165815a18e37aca1ec5df17badd19ce4,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/105_p11-small-target-far-distance-05.png,52728e6db03a58114bd6d0faed5cba15585186d757237594ab5c2912ca4ce2ca,52728e6db03a58114bd6d0faed5cba15585186d757237594ab5c2912ca4ce2ca,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004087,V2_ORIGINAL_SYNTHETIC_500,106_p11-small-target-far-distance-06,IMG_004087,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/106_p11-small-target-far-distance-06.txt,e0183ed9a069dd27522df98612878ca2b095161c389965122cf5fdc85719f880,e0183ed9a069dd27522df98612878ca2b095161c389965122cf5fdc85719f880,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/106_p11-small-target-far-distance-06.png,70f969de8c82a8dc3fda0e7f36862d19da8c5cfc5d9340a33050a3da6e68b349,70f969de8c82a8dc3fda0e7f36862d19da8c5cfc5d9340a33050a3da6e68b349,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004088,V2_ORIGINAL_SYNTHETIC_500,107_p11-small-target-far-distance-07,IMG_004088,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/107_p11-small-target-far-distance-07.txt,e24b1a008a531d51531d4c1eb867c41c3a3f7fcaf105cac7353f71d01c24faef,e24b1a008a531d51531d4c1eb867c41c3a3f7fcaf105cac7353f71d01c24faef,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/107_p11-small-target-far-distance-07.png,d8f59162f45467f3e783a0ce414dafcbbd077df657c422332b88dea4213aded4,d8f59162f45467f3e783a0ce414dafcbbd077df657c422332b88dea4213aded4,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004089,V2_ORIGINAL_SYNTHETIC_500,108_p11-small-target-far-distance-08,IMG_004089,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/108_p11-small-target-far-distance-08.txt,80731c99fa35c9a60237dac462d9ccd0e993f4646753830199ed2bcfc58756ea,80731c99fa35c9a60237dac462d9ccd0e993f4646753830199ed2bcfc58756ea,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/108_p11-small-target-far-distance-08.png,f35b1ba98530a2038160a370e963a0890fd4bbc846f3a97330e2a8f0b2300ef6,f35b1ba98530a2038160a370e963a0890fd4bbc846f3a97330e2a8f0b2300ef6,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004090,V2_ORIGINAL_SYNTHETIC_500,109_p11-small-target-far-distance-09,IMG_004090,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/109_p11-small-target-far-distance-09.txt,c1fa9fe26a76b85b23951b1031523edf54d36a3ccd8cc65aeda0f975b8765fd7,c1fa9fe26a76b85b23951b1031523edf54d36a3ccd8cc65aeda0f975b8765fd7,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/109_p11-small-target-far-distance-09.png,a845ea4ea68b331dc883ec7e9b81d613a0d71b5a12f0ff22ea26078d325592a8,a845ea4ea68b331dc883ec7e9b81d613a0d71b5a12f0ff22ea26078d325592a8,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_003991,V2_ORIGINAL_SYNTHETIC_500,10_p01-supine-on-floor-10,IMG_003991,pf_v2_aigc_p01-supine-on-floor,DEV,V3_DEV,positive,1,supine_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/10_p01-supine-on-floor-10.txt,458706b1fd3f5c96306767cb4ba2eb3ab5f5d4306c65417ea3e9b13e70058eab,458706b1fd3f5c96306767cb4ba2eb3ab5f5d4306c65417ea3e9b13e70058eab,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/10_p01-supine-on-floor-10.png,38ce6cfd624925a391aacf8d6c267d8413b097d6ec4ded21c7df9f4bff2cfeff,38ce6cfd624925a391aacf8d6c267d8413b097d6ec4ded21c7df9f4bff2cfeff,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SUPINE_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004091,V2_ORIGINAL_SYNTHETIC_500,110_p11-small-target-far-distance-10,IMG_004091,pf_v2_aigc_p11-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/110_p11-small-target-far-distance-10.txt,d743344affdacf078acea7b04a9d7785363cb7afa378d1505d85d7b5f15a5c05,d743344affdacf078acea7b04a9d7785363cb7afa378d1505d85d7b5f15a5c05,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/110_p11-small-target-far-distance-10.png,efe45d0ff9a1ad063fa930140a73f54bdf564c3a9b239ebedef1217d31366066,efe45d0ff9a1ad063fa930140a73f54bdf564c3a9b239ebedef1217d31366066,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004092,V2_ORIGINAL_SYNTHETIC_500,111_p12-small-target-far-distance-01,IMG_004092,pf_v2_aigc_p12-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/111_p12-small-target-far-distance-01.txt,b7ba0f2bd396685c22da9536b0c3df1d3fa36829ca417b5a322f24be199300b0,b7ba0f2bd396685c22da9536b0c3df1d3fa36829ca417b5a322f24be199300b0,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/111_p12-small-target-far-distance-01.png,13e8ef71870c18d10ac9cc45523bbe4f41cbf083965e4a221e973326dcf56bb4,13e8ef71870c18d10ac9cc45523bbe4f41cbf083965e4a221e973326dcf56bb4,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_004093,V2_ORIGINAL_SYNTHETIC_500,112_p12-small-target-far-distance-02,IMG_004093,pf_v2_aigc_p12-small-target-far-distance,DEV,V3_DEV,positive,1,small_target_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/112_p12-small-target-far-distance-02.txt,9e892afca1da6a7508f340e76c380a6e6a84f6ad55880fd51e64442cdbfcc31a,9e892afca1da6a7508f340e76c380a6e6a84f6ad55880fd51e64442cdbfcc31a,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/112_p12-small-target-far-distance-02.png,4246436d0560d692bc2a83933ff0ccc245b079b9dc388f87f12af3ba4c0efbde,4246436d0560d692bc2a83933ff0ccc245b079b9dc388f87f12af3ba4c0efbde,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_SMALL_TARGET_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
