image_filename,prompt_filename,prompt_group,event_label,sample_role,label_decision_reason,gt_basis,review_status
110_p11-small-target-far-distance-10.png,110_p11-small-target-far-distance-10.txt,p11-small-target-far-distance,1,positive,Prompt group p11-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
111_p12-small-target-far-distance-01.png,111_p12-small-target-far-distance-01.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
112_p12-small-target-far-distance-02.png,112_p12-small-target-far-distance-02.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
113_p12-small-target-far-distance-03.png,113_p12-small-target-far-distance-03.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
114_p12-small-target-far-distance-04.png,114_p12-small-target-far-distance-04.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
115_p12-small-target-far-distance-05.png,115_p12-small-target-far-distance-05.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
116_p12-small-target-far-distance-06.png,116_p12-small-target-far-distance-06.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
117_p12-small-target-far-distance-07.png,117_p12-small-target-far-distance-07.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
118_p12-small-target-far-distance-08.png,118_p12-small-target-far-distance-08.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
119_p12-small-target-far-distance-09.png,119_p12-small-target-far-distance-09.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
11_p02-supine-on-floor-01.png,11_p02-supine-on-floor-01.txt,p02-supine-on-floor,1,positive,Prompt group p02-supine-on-floor explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
120_p12-small-target-far-distance-10.png,120_p12-small-target-far-distance-10.txt,p12-small-target-far-distance,1,positive,Prompt group p12-small-target-far-distance explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
121_p13-multi-person-scene-with-one-lying-person-01.png,121_p13-multi-person-scene-with-one-lying-person-01.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
122_p13-multi-person-scene-with-one-lying-person-02.png,122_p13-multi-person-scene-with-one-lying-person-02.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
123_p13-multi-person-scene-with-one-lying-person-03.png,123_p13-multi-person-scene-with-one-lying-person-03.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
124_p13-multi-person-scene-with-one-lying-person-04.png,124_p13-multi-person-scene-with-one-lying-person-04.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
125_p13-multi-person-scene-with-one-lying-person-05.png,125_p13-multi-person-scene-with-one-lying-person-05.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
126_p13-multi-person-scene-with-one-lying-person-06.png,126_p13-multi-person-scene-with-one-lying-person-06.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
127_p13-multi-person-scene-with-one-lying-person-07.png,127_p13-multi-person-scene-with-one-lying-person-07.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
128_p13-multi-person-scene-with-one-lying-person-08.png,128_p13-multi-person-scene-with-one-lying-person-08.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
129_p13-multi-person-scene-with-one-lying-person-09.png,129_p13-multi-person-scene-with-one-lying-person-09.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
12_p02-supine-on-floor-02.png,12_p02-supine-on-floor-02.txt,p02-supine-on-floor,1,positive,Prompt group p02-supine-on-floor explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
130_p13-multi-person-scene-with-one-lying-person-10.png,130_p13-multi-person-scene-with-one-lying-person-10.txt,p13-multi-person-scene-with-one-lying-person,1,positive,Prompt group p13-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
131_p14-multi-person-scene-with-one-lying-person-01.png,131_p14-multi-person-scene-with-one-lying-person-01.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
132_p14-multi-person-scene-with-one-lying-person-02.png,132_p14-multi-person-scene-with-one-lying-person-02.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
133_p14-multi-person-scene-with-one-lying-person-03.png,133_p14-multi-person-scene-with-one-lying-person-03.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
134_p14-multi-person-scene-with-one-lying-person-04.png,134_p14-multi-person-scene-with-one-lying-person-04.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
135_p14-multi-person-scene-with-one-lying-person-05.png,135_p14-multi-person-scene-with-one-lying-person-05.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
136_p14-multi-person-scene-with-one-lying-person-06.png,136_p14-multi-person-scene-with-one-lying-person-06.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
137_p14-multi-person-scene-with-one-lying-person-07.png,137_p14-multi-person-scene-with-one-lying-person-07.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
138_p14-multi-person-scene-with-one-lying-person-08.png,138_p14-multi-person-scene-with-one-lying-person-08.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
139_p14-multi-person-scene-with-one-lying-person-09.png,139_p14-multi-person-scene-with-one-lying-person-09.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
13_p02-supine-on-floor-03.png,13_p02-supine-on-floor-03.txt,p02-supine-on-floor,1,positive,Prompt group p02-supine-on-floor explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
140_p14-multi-person-scene-with-one-lying-person-10.png,140_p14-multi-person-scene-with-one-lying-person-10.txt,p14-multi-person-scene-with-one-lying-person,1,positive,Prompt group p14-multi-person-scene-with-one-lying-person explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
141_p15-low-light-shadow-mild-blur-01.png,141_p15-low-light-shadow-mild-blur-01.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
142_p15-low-light-shadow-mild-blur-02.png,142_p15-low-light-shadow-mild-blur-02.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
143_p15-low-light-shadow-mild-blur-03.png,143_p15-low-light-shadow-mild-blur-03.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
144_p15-low-light-shadow-mild-blur-04.png,144_p15-low-light-shadow-mild-blur-04.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
145_p15-low-light-shadow-mild-blur-05.png,145_p15-low-light-shadow-mild-blur-05.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
146_p15-low-light-shadow-mild-blur-06.png,146_p15-low-light-shadow-mild-blur-06.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
147_p15-low-light-shadow-mild-blur-07.png,147_p15-low-light-shadow-mild-blur-07.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
148_p15-low-light-shadow-mild-blur-08.png,148_p15-low-light-shadow-mild-blur-08.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
149_p15-low-light-shadow-mild-blur-09.png,149_p15-low-light-shadow-mild-blur-09.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
14_p02-supine-on-floor-04.png,14_p02-supine-on-floor-04.txt,p02-supine-on-floor,1,positive,Prompt group p02-supine-on-floor explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
150_p15-low-light-shadow-mild-blur-10.png,150_p15-low-light-shadow-mild-blur-10.txt,p15-low-light-shadow-mild-blur,1,positive,Prompt group p15-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
151_p16-low-light-shadow-mild-blur-01.png,151_p16-low-light-shadow-mild-blur-01.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
152_p16-low-light-shadow-mild-blur-02.png,152_p16-low-light-shadow-mild-blur-02.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
153_p16-low-light-shadow-mild-blur-03.png,153_p16-low-light-shadow-mild-blur-03.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
154_p16-low-light-shadow-mild-blur-04.png,154_p16-low-light-shadow-mild-blur-04.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
155_p16-low-light-shadow-mild-blur-05.png,155_p16-low-light-shadow-mild-blur-05.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
156_p16-low-light-shadow-mild-blur-06.png,156_p16-low-light-shadow-mild-blur-06.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
157_p16-low-light-shadow-mild-blur-07.png,157_p16-low-light-shadow-mild-blur-07.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
158_p16-low-light-shadow-mild-blur-08.png,158_p16-low-light-shadow-mild-blur-08.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
159_p16-low-light-shadow-mild-blur-09.png,159_p16-low-light-shadow-mild-blur-09.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
15_p02-supine-on-floor-05.png,15_p02-supine-on-floor-05.txt,p02-supine-on-floor,1,positive,Prompt group p02-supine-on-floor explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
160_p16-low-light-shadow-mild-blur-10.png,160_p16-low-light-shadow-mild-blur-10.txt,p16-low-light-shadow-mild-blur,1,positive,Prompt group p16-low-light-shadow-mild-blur explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
161_p17-abnormal-support-surface-01.png,161_p17-abnormal-support-surface-01.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
162_p17-abnormal-support-surface-02.png,162_p17-abnormal-support-surface-02.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
163_p17-abnormal-support-surface-03.png,163_p17-abnormal-support-surface-03.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
164_p17-abnormal-support-surface-04.png,164_p17-abnormal-support-surface-04.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
165_p17-abnormal-support-surface-05.png,165_p17-abnormal-support-surface-05.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
166_p17-abnormal-support-surface-06.png,166_p17-abnormal-support-surface-06.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
167_p17-abnormal-support-surface-07.png,167_p17-abnormal-support-surface-07.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
168_p17-abnormal-support-surface-08.png,168_p17-abnormal-support-surface-08.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
169_p17-abnormal-support-surface-09.png,169_p17-abnormal-support-surface-09.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
16_p02-supine-on-floor-06.png,16_p02-supine-on-floor-06.txt,p02-supine-on-floor,1,positive,Prompt group p02-supine-on-floor explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
170_p17-abnormal-support-surface-10.png,170_p17-abnormal-support-surface-10.txt,p17-abnormal-support-surface,1,positive,Prompt group p17-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
171_p18-abnormal-support-surface-01.png,171_p18-abnormal-support-surface-01.txt,p18-abnormal-support-surface,1,positive,Prompt group p18-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
172_p18-abnormal-support-surface-02.png,172_p18-abnormal-support-surface-02.txt,p18-abnormal-support-surface,1,positive,Prompt group p18-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
173_p18-abnormal-support-surface-03.png,173_p18-abnormal-support-surface-03.txt,p18-abnormal-support-surface,1,positive,Prompt group p18-abnormal-support-surface explicitly requires a real person in a lying/fallen state on ground or abnormal support; V2 accepts voluntary lying and does not require a transition.,user_confirmed_prompt_image_alignment,unreviewed
