prompt_id,group_id,variant_id,role,taxonomy,planned_split,prompt_path,prompt_sha256_expected,prompt_sha256_actual,current_partition_source,current_partition_adapter_version,historical_stage,historical_adapter_version,provider,provenance_evidence,provenance_status,sha_evidence,raw_path,raw_sha256_expected,raw_sha256_actual,raw_width,raw_height,raw_format,raw_pillow_verify,raw_pillow_load,final_path,final_sha256_expected,final_sha256_actual,final_width,final_height,final_format,final_pillow_verify,final_pillow_load,prompt_lineage_status,sha_integrity_status,mechanical_status,known_historical_final_exact_collision_count,near_duplicate_candidate_count
PF_P4D_HN_SIT_G010_V01,PF_P4D_HN_SIT_G010,V01,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G010_V01.txt,841168e7ad45fd1ede8051d02c3a5730338312e1d21fb9553409f56b723ff8a1,841168e7ad45fd1ede8051d02c3a5730338312e1d21fb9553409f56b723ff8a1,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G010_V01.png,3c26144128a59b320b47db64a7568719714e5958728b4e3c04bb5adc843a234b,3c26144128a59b320b47db64a7568719714e5958728b4e3c04bb5adc843a234b,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G010_V01.png,c2a7d50d49c1166dca3befdc84cf6a16a3939a28d76d3d09931fb7786602c443,c2a7d50d49c1166dca3befdc84cf6a16a3939a28d76d3d09931fb7786602c443,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G010_V02,PF_P4D_HN_SIT_G010,V02,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G010_V02.txt,f1c9936038fcf74253b88239bd175b0fe5b5d1b87b148593f722c1cb411db8e6,f1c9936038fcf74253b88239bd175b0fe5b5d1b87b148593f722c1cb411db8e6,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G010_V02.png,af488f078b378698c5e88cdaf9eb1e824a0370d12d3e2016da879762e9996d2b,af488f078b378698c5e88cdaf9eb1e824a0370d12d3e2016da879762e9996d2b,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G010_V02.png,2a89ce293a58bacd79433ba611ee9dcc7b50be69bd988cd7418cc735f834707b,2a89ce293a58bacd79433ba611ee9dcc7b50be69bd988cd7418cc735f834707b,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G010_V03,PF_P4D_HN_SIT_G010,V03,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G010_V03.txt,326988e020871589a93d5941e2f3764d3ffcb6e234562c559a8d947c548b1e57,326988e020871589a93d5941e2f3764d3ffcb6e234562c559a8d947c548b1e57,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G010_V03.png,8e3eb9506edc736679a9664913fe43c465e1dd3eec34fe03bab51bf48a921de0,8e3eb9506edc736679a9664913fe43c465e1dd3eec34fe03bab51bf48a921de0,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G010_V03.png,068bdf75d02a1bf93e97664bfb5db1695d0e4ed654f58be2de480a32f20213c9,068bdf75d02a1bf93e97664bfb5db1695d0e4ed654f58be2de480a32f20213c9,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G010_V04,PF_P4D_HN_SIT_G010,V04,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G010_V04.txt,c1aa12a7ac811ca18021166fd8ef7b06ef0eee0abeab36d5425deb17b3b8fb3a,c1aa12a7ac811ca18021166fd8ef7b06ef0eee0abeab36d5425deb17b3b8fb3a,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G010_V04.png,b47b781e7214c9dbaf82224e029adccdb6a31fff7421e645138d7bda05afd07b,b47b781e7214c9dbaf82224e029adccdb6a31fff7421e645138d7bda05afd07b,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G010_V04.png,0ad405f110893aa0d0c19fed0a21816809a1a6047560ac4bb36cf0bf355c547c,0ad405f110893aa0d0c19fed0a21816809a1a6047560ac4bb36cf0bf355c547c,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G010_V05,PF_P4D_HN_SIT_G010,V05,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G010_V05.txt,65772d506ba9f50bb6d8376738fc0fe9859a09d08c69479367ecdc24412eec33,65772d506ba9f50bb6d8376738fc0fe9859a09d08c69479367ecdc24412eec33,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G010_V05.png,e855185858a7c2534dfe0221f859cd721f32beec8c1ac4f54088b2f920f1946b,e855185858a7c2534dfe0221f859cd721f32beec8c1ac4f54088b2f920f1946b,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G010_V05.png,81b21d6ab07d032a55ac16608d938a0d12239fcaa91542306962ee8bf6d649ad,81b21d6ab07d032a55ac16608d938a0d12239fcaa91542306962ee8bf6d649ad,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G011_V01,PF_P4D_HN_SIT_G011,V01,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G011_V01.txt,69f231f8cec0ec3bc56f09279e98eb9f19c24acd9c40b16a4c003d0c6a4b6e12,69f231f8cec0ec3bc56f09279e98eb9f19c24acd9c40b16a4c003d0c6a4b6e12,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G011_V01.png,1f580cc3dd33045c9556d2dec1a6943a7fd5cdad2337e1c32adce4df45115215,1f580cc3dd33045c9556d2dec1a6943a7fd5cdad2337e1c32adce4df45115215,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G011_V01.png,118d6eba5405fb357defb39057a1614d5c9451ad567544767735b01119999f57,118d6eba5405fb357defb39057a1614d5c9451ad567544767735b01119999f57,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G011_V02,PF_P4D_HN_SIT_G011,V02,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G011_V02.txt,927e0c4ad0ade2a708050d6fbbe7377fe247004c2500fd24cf7b96bf3dd01a4d,927e0c4ad0ade2a708050d6fbbe7377fe247004c2500fd24cf7b96bf3dd01a4d,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G011_V02.png,cdf71ff9d7947b82cd5444ff9dc302c2723ae9a9181884f64a613b72d5916e8f,cdf71ff9d7947b82cd5444ff9dc302c2723ae9a9181884f64a613b72d5916e8f,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G011_V02.png,f79959f1b53f458b336e81b8efb3b0dcf58552aad8fa7a09cdda902a299e2a37,f79959f1b53f458b336e81b8efb3b0dcf58552aad8fa7a09cdda902a299e2a37,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G011_V03,PF_P4D_HN_SIT_G011,V03,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G011_V03.txt,28403f910a7e71ed8b748d2d21535e8f42217e99e9389ad605b7b92c36941a23,28403f910a7e71ed8b748d2d21535e8f42217e99e9389ad605b7b92c36941a23,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G011_V03.png,07a0199e91763d9e74f9cb27404a57d88077bdb13cba8c16afe622c5af6302dd,07a0199e91763d9e74f9cb27404a57d88077bdb13cba8c16afe622c5af6302dd,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G011_V03.png,71077ec22063bc9e050f94e156cbb77a2fd42a8b70344b36780c6638acccf290,71077ec22063bc9e050f94e156cbb77a2fd42a8b70344b36780c6638acccf290,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G011_V04,PF_P4D_HN_SIT_G011,V04,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G011_V04.txt,2afdc90701b33449d1bf4cce0d0b5b82ed36757b547ee62a57456bb7e4c1515d,2afdc90701b33449d1bf4cce0d0b5b82ed36757b547ee62a57456bb7e4c1515d,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G011_V04.png,7e9bb926081fcc54ee48cd595be3c9a46bfe3a6a489f3fcd1a0ac8c326617abe,7e9bb926081fcc54ee48cd595be3c9a46bfe3a6a489f3fcd1a0ac8c326617abe,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G011_V04.png,be4414e19376e5353e2ef985da0b1934ce70bdf0fa9d539aaa2193f87e6cc8dc,be4414e19376e5353e2ef985da0b1934ce70bdf0fa9d539aaa2193f87e6cc8dc,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G011_V05,PF_P4D_HN_SIT_G011,V05,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G011_V05.txt,c4a7414db1f8a532b662989e3505853c1eae7dc16f0dcac2dbf0f0ec4d090eb4,c4a7414db1f8a532b662989e3505853c1eae7dc16f0dcac2dbf0f0ec4d090eb4,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G011_V05.png,6cca52aaf9833e722c7f7893051acac7b8b96a383c963701455263d3af155d38,6cca52aaf9833e722c7f7893051acac7b8b96a383c963701455263d3af155d38,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G011_V05.png,46303b78556a900fc9819f578fb65d66d0bd41dbc6cb1f3bfc47ca389359060a,46303b78556a900fc9819f578fb65d66d0bd41dbc6cb1f3bfc47ca389359060a,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G012_V01,PF_P4D_HN_SIT_G012,V01,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V01.txt,5040bb99caf0255f5be79dafd67dc8a269728f3da5f559ba04b95a1a7a8e324c,5040bb99caf0255f5be79dafd67dc8a269728f3da5f559ba04b95a1a7a8e324c,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G012_V01.png,3350c3daf8fbdd8f909f6f89f3a8888185467afbd0508e0e0bdaed7f117df780,3350c3daf8fbdd8f909f6f89f3a8888185467afbd0508e0e0bdaed7f117df780,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V01.png,3685f5dfc8b54219dbf1269d1f019eaa983a49a5dd2072f0d1c8b96d43ab3d7d,3685f5dfc8b54219dbf1269d1f019eaa983a49a5dd2072f0d1c8b96d43ab3d7d,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G012_V02,PF_P4D_HN_SIT_G012,V02,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V02.txt,c06e1e39298861a28b131de2f70da4fc504682e0854fc6ca64ef1683602148f9,c06e1e39298861a28b131de2f70da4fc504682e0854fc6ca64ef1683602148f9,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G012_V02.png,0daa1db3e5998fda6cd55215ad3d31a58250c30ec49ad80d3bbd65cfc3b05dc9,0daa1db3e5998fda6cd55215ad3d31a58250c30ec49ad80d3bbd65cfc3b05dc9,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V02.png,d36f68ed65b6f126bef0cbe7fb3831fa5a94d5703ffef8803270ea748fb4741c,d36f68ed65b6f126bef0cbe7fb3831fa5a94d5703ffef8803270ea748fb4741c,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G012_V03,PF_P4D_HN_SIT_G012,V03,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V03.txt,6343e81f7838c2422474d5e7f12d43ce182472211f2ca08769048e2669bb70d3,6343e81f7838c2422474d5e7f12d43ce182472211f2ca08769048e2669bb70d3,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G012_V03.png,70cc1ea3add97f8fa2931d22ef6476c7cee908f8b2f6775873a1a461095a42a8,70cc1ea3add97f8fa2931d22ef6476c7cee908f8b2f6775873a1a461095a42a8,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V03.png,3887eb30c1f540e06c9fc328d113c8011eb5a16793af80fa1d469ec35801b424,3887eb30c1f540e06c9fc328d113c8011eb5a16793af80fa1d469ec35801b424,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G012_V04,PF_P4D_HN_SIT_G012,V04,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V04.txt,a05023e48ebc3d6cb9396eee6447573e4fbb42a67841076e333e8706ddb0df95,a05023e48ebc3d6cb9396eee6447573e4fbb42a67841076e333e8706ddb0df95,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G012_V04.png,2cf2b3c11c0c6a95e573d92d2beac066d8fc6b97b13b639d2dbee68a9ad98cc7,2cf2b3c11c0c6a95e573d92d2beac066d8fc6b97b13b639d2dbee68a9ad98cc7,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V04.png,675549b77a00269d6c6c32df777510565d028b992f33bad8ef6807bbf745a2ad,675549b77a00269d6c6c32df777510565d028b992f33bad8ef6807bbf745a2ad,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_SIT_G012_V05,PF_P4D_HN_SIT_G012,V05,hard_negative,floor_sitting,NEW_SCREEN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V05.txt,22a52cd5ada96259ad6e11be50e797a2afd3077a388c299bd379a4060262567d,22a52cd5ada96259ad6e11be50e797a2afd3077a388c299bd379a4060262567d,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G012_V05.png,bcdd0095bbb6fcb310ced35ea48eeb92cb9230724a5bd52eb6746b3c1fa401f8,bcdd0095bbb6fcb310ced35ea48eeb92cb9230724a5bd52eb6746b3c1fa401f8,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V05.png,22c0179dc083fe659bc1cc1c2405d1e44313804660941b2b01b73f29d3fa2f4f,22c0179dc083fe659bc1cc1c2405d1e44313804660941b2b01b73f29d3fa2f4f,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_KNEEL_G001_V01,PF_P4D_HN_KNEEL_G001,V01,hard_negative,kneeling_half_kneeling,NEW_DESIGN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G001_V01.txt,a9b5f8ba9f821707ad323afec1f22e3395702a28dd63e03d9ec2e8cd792f3020,a9b5f8ba9f821707ad323afec1f22e3395702a28dd63e03d9ec2e8cd792f3020,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_KNEEL_G001_V01.png,d6a38b9f4be05ed8c3c5ab6e1ace79369775d73d1466915292be69468d3ee26d,d6a38b9f4be05ed8c3c5ab6e1ace79369775d73d1466915292be69468d3ee26d,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G001_V01.png,76a5e657caba73684ea2571cf403efc1922a1ea0a6aee84f6116cc5a02b2d046,76a5e657caba73684ea2571cf403efc1922a1ea0a6aee84f6116cc5a02b2d046,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
PF_P4D_HN_KNEEL_G001_V02,PF_P4D_HN_KNEEL_G001,V02,hard_negative,kneeling_half_kneeling,NEW_DESIGN,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G001_V02.txt,c615f9b191616d6bf14343f6c70ac4cf4ad96f4e3797bcd1dba2a22d1537d7a5,c615f9b191616d6bf14343f6c70ac4cf4ad96f4e3797bcd1dba2a22d1537d7a5,PRE_Q7_VERIFIED,CODEX_SAFE_STAGED_CV_V1,Q2_PRE_Q6_LEGACY_INVENTORY,LEGACY_NO_ADAPTER,codex,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_02_policy_adapter_20260830_01/00_preflight/current_verified_success_132.csv,PASS,preexisting_inventory_sha256,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_KNEEL_G001_V02.png,3fccd502e2ef261d36d405bd4400c5b4749d9e5b450bbf4e4d43abd34fac4015,3fccd502e2ef261d36d405bd4400c5b4749d9e5b450bbf4e4d43abd34fac4015,1672,941,PNG,True,True,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G001_V02.png,38c3a9f6b0845df3485b2c702a472214d3be34ca9920ff9c9c57de0f4471fa9d,38c3a9f6b0845df3485b2c702a472214d3be34ca9920ff9c9c57de0f4471fa9d,1920,1080,PNG,True,True,PASS,PASS,PASS,0,0
